"parametros";"val_Sim"
"phi1";0.852167577360052
"phi1";0.817705443556494
"phi1";0.817257419103139
"phi1";0.830211933436118
"phi1";0.846525831320548
"phi1";0.713650619480478
"phi1";0.788477718884362
"phi1";0.867215271298129
"phi1";0.785627988114948
"phi1";0.839428344021856
"phi1";0.696293179524829
"phi1";0.987104423622541
"phi1";0.705753658613281
"phi1";0.80878269842023
"phi1";0.83525521264311
"phi1";1.05504534859074
"phi1";0.765202108531193
"phi1";0.865483251603144
"phi1";0.818766966322259
"phi1";0.731011423016135
"phi1";0.714756711749766
"phi1";0.995218183001406
"phi1";0.718955392620853
"phi1";0.690339032074309
"phi1";0.94812706994049
"phi1";0.758789166381014
"phi1";0.807173308344846
"phi1";0.81162663182965
"phi1";0.806410202034641
"phi1";0.923706449393945
"phi1";0.908462670395887
"phi1";0.695478346370254
"phi1";0.7
"phi1";0.865377289802322
"phi1";0.725528877940059
"phi1";0.832587902536319
"phi1";0.890760734456637
"phi1";0.890346056323842
"phi1";0.694773224448691
"phi1";0.772604223654717
"phi1";0.736552879869435
"phi1";0.783260021919571
"phi1";0.833371316310755
"phi1";0.711166745640044
"phi1";0.922765926227017
"phi1";0.717045330650914
"phi1";0.858922973016978
"phi1";1.1234438245274
"phi1";0.764455917652296
"phi1";0.720452935587784
"phi1";1.14596064644137
"phi1";0.818460866777546
"phi1";0.709199846215046
"phi1";0.639481795110304
"phi1";0.884175537335915
"phi1";0.895389207567889
"phi1";0.874865357830943
"phi1";0.788966221227499
"phi1";0.722297715964033
"phi1";0.708811711638336
"phi1";0.885254055563886
"phi1";0.690294584677976
"phi1";0.644106755009088
"phi1";0.863358441222534
"phi1";0.78763845936376
"phi1";0.66709670986117
"phi1";0.847462702154686
"phi1";0.727287692569328
"phi1";0.883003551074662
"phi1";0.800795654389334
"phi1";0.586689072116651
"phi1";0.866139482778616
"phi1";0.860789808078429
"phi1";0.877545888154628
"phi1";0.605766088395323
"phi1";1.07569070070973
"phi1";0.831374280837028
"phi1";0.852943654503183
"phi1";0.889863446630354
"phi1";0.700000000000018
"phi1";0.595355487716351
"phi1";0.816088996243509
"phi1";0.788112943020099
"phi1";0.751829127700608
"phi1";0.816090383779528
"phi1";0.740551531346824
"phi1";0.744266330581588
"phi1";0.705993705575276
"phi1";0.83605786061984
"phi1";0.81943226748842
"phi1";0.817510815673933
"phi1";0.783232978698748
"phi1";0.638065089299272
"phi1";0.760257936642421
"phi1";0.854314460773099
"phi1";0.723505484364699
"phi1";0.768797328974237
"phi1";0.826365596460637
"phi1";0.843745037227998
"phi1";0.837723507249739
"rho";0.786239966618128
"rho";0.893470019086518
"rho";0.688740715765217
"rho";0.787314763633172
"rho";0.94080906211241
"rho";0.826300224268442
"rho";0.704081715242572
"rho";0.874501569109011
"rho";0.781560986858418
"rho";0.652012837851341
"rho";0.824093624322979
"rho";0.828136415245796
"rho";0.776427976328575
"rho";0.851920131291688
"rho";0.780149081597636
"rho";0.764225939053852
"rho";0.755583101492268
"rho";1.32074319672097
"rho";0.633062499480542
"rho";0.645202519799325
"rho";0.718093500989365
"rho";0.815415083722578
"rho";0.774578395546433
"rho";0.854976371078305
"rho";0.817175866271442
"rho";0.815688958975043
"rho";0.736307098238735
"rho";0.835113225946814
"rho";0.937357088811416
"rho";0.835081908849296
"rho";0.620706003462089
"rho";0.732352355074927
"rho";0.747255668113686
"rho";1.16282830668357
"rho";0.829546015515093
"rho";0.898452305251959
"rho";0.779661355320369
"rho";0.96298478242518
"rho";1.2134053752747
"rho";0.836636477034446
"rho";0.917877771221597
"rho";0.814342507554629
"rho";0.82602808057336
"rho";0.885552528443675
"rho";0.746247486151452
"rho";0.580655932062138
"rho";0.713799979062983
"rho";0.793688554864905
"rho";0.851530507464348
"rho";0.810863375531691
"rho";0.719387655843645
"rho";0.840668254121512
"rho";0.698429008981301
"rho";0.849929497494358
"rho";0.674635593118397
"rho";0.827709204095206
"rho";0.829718261948247
"rho";0.862626711171785
"rho";0.822926574636244
"rho";0.73320683452326
"rho";0.820950511498201
"rho";0.699999999999997
"rho";0.744101795770673
"rho";0.657353009703272
"rho";0.834244749105719
"rho";0.790424700543958
"rho";0.827667505754882
"rho";0.834404810807366
"rho";0.736780421425917
"rho";0.721854031771081
"rho";0.667288270715831
"rho";0.81342902099141
"rho";0.808043749010994
"rho";0.752771631531063
"rho";0.781659690272546
"rho";0.894530229276543
"rho";0.620317379994167
"rho";0.675290524894212
"rho";0.894588697972019
"rho";0.791511452720432
"rho";0.863466893949004
"rho";0.777663438587794
"rho";0.784396585092788
"rho";0.843888788246158
"rho";0.75839353880773
"rho";0.807243660113499
"rho";0.851297536849846
"rho";0.708658509776085
"rho";0.764452536137763
"rho";0.83011298313911
"rho";0.777367023938478
"rho";0.718447498290253
"rho";0.783484516993394
"rho";0.777300954356242
"rho";0.738287195662239
"rho";0.76672587038317
"rho";0.794561631240883
"rho";0.622547355342942
"rho";0.826229132554819
"rho";0.902520261549064
"phi1";0.707858107192006
"phi1";0.761121475505108
"phi1";0.716511643007467
"phi1";0.774630764787463
"phi1";0.849334054674602
"phi1";1.42889149167646
"phi1";0.818572593793209
"phi1";0.871409940385681
"phi1";0.785332002575812
"phi1";0.810218538806923
"phi1";0.729219184282811
"phi1";0.694326939249495
"phi1";0.753008930205496
"phi1";0.816376268541917
"phi1";0.673354446537111
"phi1";0.756650974471799
"phi1";1.00760761489088
"phi1";0.731612418897074
"phi1";0.776208133309266
"phi1";0.595174043574575
"phi1";0.788111634286916
"phi1";0.638502561806313
"phi1";0.861713564641136
"phi1";0.715053738363719
"phi1";0.693533708655138
"phi1";0.896272234318527
"phi1";0.945019515358966
"phi1";0.997254385854712
