"gamma0"	"gamma1"	"gamma2"	"beta0"	"beta1"	"beta2"	"phi1"	"rho"
1.2859743805402	-0.136377049570326	0.865310786325654	1.2856850467551	0.0759561667125952	0.523462432476075	0.678899799170281	-0.301099386612836
1.06796433886381	0.00525187680335195	0.999190543698354	0.601164345837546	0.299018365947474	0.479963106882634	0.560897470126375	0.64799534537265
1.82518625669564	0.179015395384775	-0.0482917174067331	0.966962388794299	0.0772277299860127	0.131688302019775	0.546905137771073	0.801687061569436
0.992648383670713	-0.308855697069084	1.70049373781687	0.990678108306144	0.735005200091321	0.0344811493031027	0.789338184613037	0.0531002821651875
0.714442074361564	0.652114171770125	1.37570870966918	0.903656764173445	0.1231360905467	0.369673133238114	0.685515873817436	0.49711029869058
1.29220417288841	0.30962861404207	1.02614346507772	0.952132277676271	0.346773409986423	0.714813589972182	0.730258138904835	-0.187746918658136
0.86708263660692	-0.041793100295578	1.86581947929766	0.914226038530466	0.354478689942183	0.512944999006422	0.847179759791746	0.20529655412564
1.28486495522726	0.352367677540446	0.4492029261115	1.9566837846254	0.461064078911805	0.019328146519405	0.517164355404759	-0.790191421008472
0.610528496772241	1.15165506113914	1.38005818511065	1.36735156267242	0.211024261278606	0.234914147214622	0.697444715492782	0.0827442269796763
1.72869828224102	-0.783106666594594	0.819322417814212	0.581108235720241	0.634485850597846	0.443391393320903	0.825426878411893	-0.0644524989406242
1.24993954244956	0.0982480027319963	0.718624452938661	0.718819134482544	0.584716310870638	0.053529008465842	0.269390510055638	0.841470984798798
0.912046869518827	-0.180448239165955	2.02231329887232	1.17503650419534	0.316745699000786	-0.121542231635367	0.765956345710994	-0.00807936876009237
1.52189138350465	-0.619901801282521	1.11150246202237	2.23068123820559	0.437524250466714	0.429256325468463	0.398839704943706	-0.839095291131058
1.14879327868818	-0.0470874862881746	1.46485271323552	0.841072039282399	0.494538771042641	-0.191952717206956	0.84593047530326	0.419490128640324
1.35526750174924	0.120225393499054	1.04019222150723	0.992185945347759	0.213935197947951	0.623530835095913	0.665332169127027	0.171866104326343
1.47727783373663	-0.204495974052722	0.7427914565638	0.931145940880689	0.589054633093071	-0.00517686709214424	0.594944757560792	0.565780130054842
0.882399843166482	0.485724279159232	1.44602826448969	1.23791042041689	0.116940333995271	0.312769142244878	0.779393521069801	-0.19819009809127
0.864978302373393	0.546116722982717	1.2600670654273	1.01357591200095	-0.120306288562204	0.768937076089201	1.00271585032242	-0.344366128531397
1.4700194896091	-0.568898219204503	0.988729225803525	0.66300800915052	0.923082433526443	-0.0389473216695017	0.883506808664553	0.194552186511104
0.340074733606537	1.37420887976851	1.56653018628469	1.61708211292193	-0.0518631718455113	-0.156732668405631	0.727908948972486	-0.21030971005157
1.47224703552147	-0.195998773545118	1.11576291349853	0.799444562492988	0.273150833747187	0.531592989485956	0.733793503870421	0.513602634328585
1.25074297638399	-0.13879990813978	1.07551073376707	0.841539093658844	0.129674832346197	0.290593975516038	0.450555083458588	0.761710305836915
1.3909735328834	0.0896758585705503	0.656804345770775	1.68082198928421	0.563913702047686	0.31096644901575	0.470748758476035	-0.80173838172475
1.37784132966108	-0.144592560902658	0.667679178419774	0.998198862470749	0.381553329163713	0.293991425369103	0.805127247964851	0.316455404153601
1.14233765422204	0.490754387323323	0.848310147706631	0.676477694241135	0.083636210927903	0.732509896816407	0.861424533036151	0.392008164486
1.46423900453072	-0.491621384535561	1.03912378455394	1.15300217639081	-0.102105545840538	0.122171134742703	0.808888667478811	0.336987823447781
1.49601151566207	-0.386096964718516	0.686877881998784	1.27974796622153	0.860387805782939	0.339629720940597	0.669241435050031	-0.726250825241727
1.17187113334605	-0.380117996924557	1.7918940617461	0.980774801126049	0.1193979386887	0.474557061176257	0.790770171625066	0.206040682859108
0.936477503884088	0.250851937628984	1.31436335009328	0.990324981020578	0.271028743808456	0.320308975923778	0.829309817989188	-0.227410706517888
1.09954218367403	-0.323984519001322	1.62567328276736	1.38956152342558	-0.219741856954999	0.0590504687183363	0.779268761232493	0.210940207995333
2.00160545885537	-0.073311350696914	-0.238584882051101	1.12021733702582	0.440948854660105	-0.0971682706732303	1.03914062040567	0.0436476249139521
1.07411592697675	1.04006888771036	0.280577170519643	0.770965084999018	-0.0886139287138125	0.62462628235304	0.643035954211618	0.612982648980642
1.26849833389229	-0.354910205235512	1.06755716312208	1.06133171384822	0.21768111264069	0.388080591811649	0.942262061556568	-0.435939213508385
1.25442956130183	0.297241158119518	0.875008988729755	1.44586483689745	0.784281999397199	0.450745723910428	0.539043503533329	-0.815244449743954
1.86602709227483	0.0318275527459853	0.0107318554707291	0.740833547668025	0.454959687684694	0.636678507702995	0.806076697767447	0.282320066382631
1.0762052138554	0.495633442561647	0.899213654635154	0.925845913266657	0.351019745081753	0.177256578292601	0.671774619416751	0.56737500593803
1.07321529598681	-0.0143138448916811	1.56117684516832	0.574785171902238	0.430902322110484	0.641228906585416	0.755015379509981	0.439428497098563
0.933059797474738	-0.119266563337739	1.37772611264591	1.05662867747324	0.247063396897635	0.0956508382775152	0.52288666718786	0.742106229655104
1.73674074696119	-0.166922592313997	0.683416553713128	0.495081702983224	0.281740003841359	1.04255519938092	0.88482133721424	0.247988272334809
1.12385393912426	0.260645241812641	1.12838478756266	2.04153655327397	-0.0507595827937311	0.48717254499637	0.505630643667393	-0.809233545357787
1.16800742420384	-0.183809206924233	1.72230166638426	1.24080729214839	0.039075114143504	-0.151417651145605	0.84490670847324	0.0563648119659406
0.951688449697911	0.271025602098007	1.17343026503701	0.176998463688838	0.913410746965275	0.83275084603378	0.640579556524021	0.700054365058712
1.19274875973052	0.694302739027097	0.717724476241296	1.01029498031877	-0.0886249872518603	0.291154407824848	0.594569926336002	0.742150820956694
1.22754630616016	-0.417016350790292	1.63607415053526	1.47231968252251	-0.328464646773798	-0.0758939861599076	0.795192677462338	0.235855337997042
1.79618110086427	-0.769502428855201	1.36128325816975	1.27046018889546	0.0455307454665115	0.0709397008636165	0.608391045825261	0.532362447838202
1.60865822310341	-0.358866238101177	1.17676661018387	0.566007640655576	0.738138387025272	1.04965120177342	0.845761769324799	-0.279993634103184
1.19636906430253	0.593999042457961	0.559076625521659	0.301490462803221	0.987215166866352	0.427369717325877	0.418018500278284	0.841470984807884
2.36364407331492	-0.941398137714199	-0.00848652223644268	0.71065321100772	0.516408288142976	0.526217228916987	0.770921909142426	0.629547689610914
1.81292242538657	-0.973970197424129	1.05974390042225	1.3410278191508	-0.128996783895204	0.17765915996438	0.743882279944806	-0.0287385457642537
1.93913536753422	-0.804820897982937	0.592681625323437	0.485946675419637	0.239239206021099	0.753809779870892	0.537111443249103	0.776356866522253
1.00158437630673	0.469055113845005	1.32223749044664	1.96940495629442	0.00483936298605133	-0.0880515874650081	0.621868182998971	-0.760172821232391
1.26171141042589	-0.575696560947812	1.44580571669997	1.0544944257365	-0.130257609617981	0.180332766677559	0.905638324634779	0.264792880551512
1.62725859372068	-0.264041654164085	0.410288535448526	1.29349796548161	-0.101460085781814	-0.111827636586297	0.539623956770189	0.706774506044306
0.876010813535076	0.364779399844597	1.13388261897115	0.558891163240729	-0.00843006243460282	0.897724033003034	0.827512479139669	0.545557202755559
1.50613188620676	-0.339995566932748	0.887627684801836	1.23159171888613	0.290626495636814	0.148658218569964	0.777036634189788	-0.0925730974656868
1.72039556429044	-0.90262271035178	1.44285739991075	0.910955514510889	0.198285438177086	0.716506302819895	0.777092007730532	-0.00444201111553711
1.7633800618594	-0.021323973482536	0.407921677091579	0.541183914386596	0.109342441643841	0.748586477434122	0.666419165499361	0.696618881379593
0.394337587142529	-0.0818489139749353	2.14486855404536	0.847094684036717	0.128159643010564	0.51534110753327	0.621174837023283	0.47877647732073
0.770506326081877	0.00290841397974948	1.98818761519615	1.15007564510281	0.378803376751624	0.208415851171373	0.776873388175629	0.0968692061711274
0.654710896778284	0.827157871034453	1.11066311574701	1.40309095398785	0.0205828621145227	-0.706778498538144	0.752361259077518	0.658463184859689
1.56753541274527	-0.327912855997513	1.0546627495094	1.04833235845867	-0.0747751369075628	0.382362753792071	0.65194414327767	0.429700516368967
1.44182565345927	0.0727537599596748	0.988524793295678	0.601199738414412	0.614297499746727	0.77666927570378	0.39087895290924	0.823781701403705
1.57663348702466	0.546817760035169	-0.252445564138274	1.29053815061877	0.0592714118331105	-0.18992434613828	0.470228157487665	0.791180236478115
1.8670491492918	-0.480369841916337	0.838119193554953	0.514845509860088	0.171217515982276	0.689480788009769	0.726935761858659	0.575376965393212
1.17912797344219	0.429135098875194	0.997949941701209	0.715705713506991	0.627082497280141	0.396555671510553	0.399910389066008	0.802636617753691
1.31779838717701	-0.0557986535736672	0.750595205019997	1.25216630458164	-0.264350364425653	0.430333269869998	0.838741363934385	-0.0434894516631895
1.45736079413856	0.384497977225091	0.21358991229988	1.17746660241703	-0.334997400867089	0.779819221429538	0.732251347184595	-0.191974683700848
1.16683941437062	0.467020655602466	0.508044317714839	1.56089815718825	-0.622907172282988	0.0818490712033165	0.679026089446358	0.442366677731706
1.27608452933925	-0.358665912387046	1.174342904062	0.604400359259803	0.512985297881574	0.247288075833979	0.805202191899059	0.701237163807382
1.15569993626738	0.158450080166916	1.39838034520234	1.34930425085731	-0.272571971110766	0.121136940655184	0.753487617864277	0.248922863762432
1.27595905591932	0.469993936339335	0.542994435470531	1.21322293227549	0.267882747827178	-0.188100254341383	0.894274410586943	0.1722765796004
0.858272444234129	0.372358254481961	1.34519429549262	1.02005212224795	0.624753489881635	0.130497296713335	0.588082499661494	0.56829175055735
0.69981914722937	1.13223035718306	1.19295457140222	1.2300449420434	0.0957723187569215	0.0244722038308339	0.910112616803179	0.226329504063813
1.52898376207955	-0.279231171074073	0.959234062463147	0.977353835939191	0.258694633311044	0.598394644031176	0.775855502935257	-0.226541648884895
1.39005706242318	-0.0843470799394528	1.04024440353177	0.828289796986258	0.309997789138541	0.382409297981651	0.814973983672246	0.0969210826649861
2.21681694787119	-0.961830648002205	0.351438144450195	0.74917672381393	0.108827641908607	0.511044347733688	0.385383238100104	0.841470984807886
1.15231182573353	0.250563816560775	1.15933546565833	0.759814966027077	0.194096301182318	0.212051483751059	0.524190143692621	0.785456196539348
1.06445784709738	0.0290999087372718	1.00364213105366	-0.0437447717609316	0.695507156810988	0.850929948965625	0.77780055759941	0.644448269430035
0.902668013211938	-0.00520217763900349	1.7783534791037	0.983758251630312	0.111155024284057	0.598792319449022	0.787918575946831	-0.0557545244672355
1.61098324041599	-0.845092591930466	1.33302869069428	0.657167978667478	-0.0201657545373572	0.785548469411029	0.796767911617425	0.549593747512686
0.938243570024615	0.233046823794852	1.28974328050965	1.77929280400002	0.142403182268182	0.226714251276843	0.685631091404155	-0.786185430475276
1.31674294978218	0.447381701412409	0.757888087557185	1.00794287787663	0.41106450404861	-0.109116679375998	0.858310408478862	0.341875538176418
1.46137246459576	-0.41858350859054	1.07152164734772	1.31358943780799	0.884863229888569	0.269882856211239	0.712493027794216	-0.641965442787706
