5	"V"	2	23.85003373
5	"V"	3	24.04519321
5	"V"	4	21.05460496
5	"V"	5	20.19794182
5	"VR"	1	5.121486066
5	"VR"	2	7.732168543
5	"VR"	3	5.898937393
5	"VR"	4	11.8956218
5	"VR"	5	8.709125188
6	"C"	1	25.90632867
6	"C"	2	23.45072605
6	"C"	3	23.40865304
6	"C"	4	28.53172521
6	"C"	5	26.59335615
6	"R"	1	4.465426748
6	"R"	2	1.946950365
6	"R"	3	2.466256631
6	"R"	4	5.310379116
6	"R"	5	3.262078621
6	"V"	1	27.93728081
6	"V"	2	27.31586772
6	"V"	3	21.00735189
6	"V"	4	27.38384486
6	"V"	5	24.40801602
6	"VR"	1	1.943676521
6	"VR"	2	5.576328576
6	"VR"	3	2.575930105
6	"VR"	4	2.143536488
6	"VR"	5	5.28867465
7	"C"	1	24.82538092
7	"C"	2	23.1635077
7	"C"	3	21.23665056
7	"C"	4	27.53019577
7	"C"	5	24.57077511
7	"R"	1	0.72737666
7	"R"	2	0.09208067
7	"R"	3	-0.029806285
7	"R"	4	0.25758039
7	"R"	5	1.776118555
7	"V"	1	28.93966874
7	"V"	2	24.2958945
7	"V"	3	20.32140375
7	"V"	4	27.31989459
7	"V"	5	22.57565917
7	"VR"	1	0.749851187
7	"VR"	2	0.63950573
7	"VR"	3	0.007575266
7	"VR"	4	0.668369777
7	"VR"	5	1.232879622
8	"C"	1	24.38374113
8	"C"	2	24.24841444
8	"C"	3	25.5221923
8	"C"	4	23.03710728
8	"C"	5	25.43328777
8	"R"	1	16.37529258
8	"R"	2	18.49691421
8	"R"	3	17.40437346
8	"R"	4	11.73988184
8	"R"	5	19.55241311
8	"V"	1	26.81457465
8	"V"	2	27.03304013
8	"V"	3	23.95327588
8	"V"	4	24.41313579
8	"V"	5	26.21150361
8	"VR"	1	19.92193728
8	"VR"	2	20.14382306
8	"VR"	3	13.21643
8	"VR"	4	14.47907824
8	"VR"	5	16.70417563
9	"C"	1	23.59066313
9	"C"	2	23.57545006
9	"C"	3	17.44515151
9	"C"	4	22.06551279
9	"C"	5	16.84527306
9	"R"	1	14.63777657
9	"R"	2	25.9360274
9	"R"	3	24.44545883
9	"R"	4	10.73280132
9	"R"	5	26.16963053
9	"V"	1	26.04778163
9	"V"	2	20.49549215
9	"V"	3	24.84831002
9	"V"	4	25.99205779
9	"V"	5	26.19251706
9	"VR"	1	17.05134591
9	"VR"	2	20.86881184
9	"VR"	3	19.35051462
9	"VR"	4	25.24653151
9	"VR"	5	15.02311411
10	"C"	1	23.82937634
10	"C"	2	26.24622267
10	"C"	3	15.53475313
10	"C"	4	19.38057133
10	"C"	5	15.23405155
10	"R"	1	12.32124551
10	"R"	2	26.85408448
10	"R"	3	24.34009854
10	"R"	4	7.102502096
10	"R"	5	22.14184992
10	"V"	1	25.88306537
10	"V"	2	21.70824377
10	"V"	3	22.53852619
10	"V"	4	25.36516375
10	"V"	5	24.96025422
10	"VR"	1	18.2090445
10	"VR"	2	18.19325083
10	"VR"	3	18.97291916
10	"VR"	4	26.30349204
10	"VR"	5	13.82069361
11	"C"	1	17.92571271
11	"C"	2	23.08066293
11	"C"	3	23.03939643
11	"C"	4	22.91494532
11	"C"	5	26.64877023
11	"R"	1	11.47195033
11	"R"	2	22.08989225
11	"R"	3	17.54828849
11	"R"	4	6.692920241
11	"R"	5	9.036304204
11	"V"	1	22.14891477
11	"V"	2	21.6844198
11	"V"	3	22.21278699
11	"V"	4	24.84745194
11	"V"	5	24.80676488
11	"VR"	1	12.77038206
11	"VR"	2	19.06492138
11	"VR"	3	9.567171507
11	"VR"	4	17.68220053
11	"VR"	5	14.80956612
12	"C"	1	17.70146469
12	"C"	2	26.61183322
12	"C"	3	20.89086087
12	"C"	4	18.12333255
12	"C"	5	24.13428043
12	"R"	1	17.54862035
12	"R"	2	20.82960596
12	"R"	3	16.57223601
12	"R"	4	13.20420676
12	"R"	5	12.04146967
12	"V"	1	24.50744853
12	"V"	2	24.70029808
12	"V"	3	22.33465196
12	"V"	4	21.01833141
12	"V"	5	15.28036897
12	"VR"	1	14.70741616
12	"VR"	2	22.79361524
12	"VR"	3	11.05259529
12	"VR"	4	15.43086307
12	"VR"	5	10.67772141
13	"C"	1	22.15185865
13	"C"	2	17.53290307
13	"C"	3	20.52681851
13	"C"	4	22.56413698
13	"C"	5	27.03600504
13	"R"	1	19.23126861
13	"R"	2	17.38293478
13	"R"	3	21.64140809
13	"R"	4	20.23653016
13	"R"	5	21.85450136
13	"V"	1	24.3442215
13	"V"	2	17.82324009
13	"V"	3	23.33009588
13	"V"	4	17.46247779
13	"V"	5	18.5753975
13	"VR"	1	23.60066362
13	"VR"	2	14.24951535
13	"VR"	3	23.85137331
13	"VR"	4	19.25668626
13	"VR"	5	17.64866718
