1	"C"	1	27.58193792
1	"C"	2	26.35645119
1	"C"	3	23.80837549
1	"C"	4	18.11466349
1	"C"	5	24.54594936
1	"R"	1	27.21895349
1	"R"	2	28.14849883
1	"R"	3	27.04353085
1	"R"	4	24.69207347
1	"R"	5	26.24941572
1	"V"	1	27.02872408
1	"V"	2	24.43200581
1	"V"	3	25.20743435
1	"V"	4	22.07942418
1	"V"	5	27.15744958
1	"VR"	1	26.60606839
1	"VR"	2	27.70581431
1	"VR"	3	28.12716452
1	"VR"	4	26.84465901
1	"VR"	5	26.98701107
2	"C"	1	25.97986595
2	"C"	2	28.08523077
2	"C"	3	25.74855258
2	"C"	4	27.77332873
2	"C"	5	26.90399802
2	"R"	1	24.58255703
2	"R"	2	18.1730659
2	"R"	3	27.57054916
2	"R"	4	26.04288798
2	"R"	5	25.36182591
2	"V"	1	26.67876261
2	"V"	2	27.55635335
2	"V"	3	26.90733824
2	"V"	4	25.77659387
2	"V"	5	25.90126878
2	"VR"	1	28.21657737
2	"VR"	2	27.31002183
2	"VR"	3	19.83426229
2	"VR"	4	26.3858627
2	"VR"	5	25.30000589
3	"C"	1	20.8841277
3	"C"	2	21.35604306
3	"C"	3	20.07343795
3	"C"	4	24.35930038
3	"C"	5	26.79823229
3	"R"	1	9.145550713
3	"R"	2	7.227550423
3	"R"	3	9.126173743
3	"R"	4	9.80340087
3	"R"	5	10.10262045
3	"V"	1	25.98954719
3	"V"	2	25.83251409
3	"V"	3	20.05958036
3	"V"	4	24.06688538
3	"V"	5	23.42843074
3	"VR"	1	6.945207587
3	"VR"	2	14.74733021
3	"VR"	3	11.2751182
3	"VR"	4	14.67484444
3	"VR"	5	9.625147598
4	"C"	1	23.31260866
4	"C"	2	22.40187831
4	"C"	3	21.50821097
4	"C"	4	21.65648499
4	"C"	5	25.48829535
4	"R"	1	7.745448217
4	"R"	2	5.572727664
4	"R"	3	9.117593974
4	"R"	4	8.660389586
4	"R"	5	7.729997137
4	"V"	1	26.27267138
4	"V"	2	26.33810956
4	"V"	3	25.44350706
4	"V"	4	20.48848161
4	"V"	5	26.43237016
4	"VR"	1	5.375867681
4	"VR"	2	8.020020083
4	"VR"	3	6.19756843
4	"VR"	4	11.61452669
4	"VR"	5	7.934659319
5	"C"	1	26.38344328
5	"C"	2	23.79397085
5	"C"	3	21.6345065
5	"C"	4	26.44100813
5	"C"	5	26.89011069
5	"R"	1	3.538123447
5	"R"	2	3.485318336
5	"R"	3	6.91305913
5	"R"	4	7.711812704
5	"R"	5	5.120539978
5	"V"	1	27.27793041
