"parametros";"val_Sim"
"beta0";1.05046222811673
"beta0";0.93942816401735
"beta0";0.946067435303739
"beta0";0.729770927924981
"beta0";0.944815422288804
"beta0";0.906454828608159
"beta0";1.03246623720621
"beta0";0.67845687511996
"beta0";1.00097461326979
"beta0";0.941575065397042
"beta0";0.912874280700967
"beta0";1.1932631895533
"beta0";0.915613566739766
"beta0";0.934426745615936
"beta0";0.877229370244931
"beta0";0.703746239927707
"beta0";0.876130484668574
"beta0";0.952851926476349
"beta0";0.798781991060228
"beta0";0.952079669132341
"beta0";0.867823284425404
"beta0";1.3638166711872
"beta0";0.977754867593199
"beta0";0.987566689116417
"beta0";0.660503757922176
"beta0";0.968076451056587
"beta0";0.941293300722793
"beta0";1.10085943061794
"beta0";0.958091573921663
"beta0";1.08881202258233
"beta0";0.989834235767342
"beta0";0.983796490081515
"beta0";0.900000000000001
"beta0";0.998670324036842
"beta0";0.904956540377288
"beta0";0.692896292465225
"beta0";1.01837237087964
"beta0";1.06715556584525
"beta0";0.814252158672151
"beta0";0.997984677562768
"beta0";0.908604623059591
"beta0";0.991474702630445
"beta0";0.80745511058278
"beta0";1.02426193466609
"beta0";0.877885147552836
"beta0";1.0079423748515
"beta0";0.97550518510152
"beta0";0.665424381419646
"beta0";0.903928928817599
"beta0";0.895797835772578
"beta0";1.31938634972057
"beta0";1.01167396009325
"beta0";0.958593592609825
"beta0";0.830087079617987
"beta0";0.949827222619356
"beta0";0.584297303529357
"beta0";1.00723306856512
"beta0";0.535959883935052
"beta0";0.910133699495356
"beta0";0.904036015367497
"beta0";1.01468385466539
"beta0";1.32087848509215
"beta0";0.922643027338269
"beta0";0.960932047484931
"beta0";0.949823699802822
"beta0";0.59836418009017
"beta0";0.928091258303525
"beta0";1.0093415656191
"beta0";0.939770064650724
"beta0";0.806666785783529
"beta0";0.952043700086262
"beta0";0.869147455255437
"beta0";0.953997355127869
"beta0";1.00531144068183
"beta0";1.00671161064017
"beta0";0.818073233631829
