"gamma0"	"gamma1"	"gamma2"	"beta0"	"beta1"	"beta2"	"phi1"	"rho"
1.30158370659668	0.186949308358076	0.759150168099004	0.88382344722912	0.231442839729165	0.338784894001951	0.562458053726948	0.721965095084221
1.02835756806278	0.0583299279748199	1.46214265493316	0.999997246907374	0.422895821575247	0.151340808041885	0.791118624277061	-0.150175844651377
1.16009909349018	-0.0628127521454858	1.19161399250345	1.05099152194292	0.173319031654779	0.328721957272316	0.782616393868369	0.202202336200653
0.996977976738755	0.330823968113411	1.27706947887082	0.958986507542394	0.142069275251676	0.365748827825894	0.650433398701732	0.505086561902575
0.989046594162751	0.354514597383949	1.02878802006712	0.874954866169407	0.411214832547489	0.202491670860696	0.876160461709829	0.128737316602358
0.950744728374745	0.309300853848877	1.41561435617497	1.09455722199952	0.247310988631555	-0.00994214090921046	0.82275482725046	0.192476412581725
1.04834224397774	0.16154859803817	1.31526630616715	1.14944639889652	0.110126740263917	0.110973512321487	0.764294762224973	0.28919211006363
1.19095437802953	0.0988731798018189	1.0607853385787	0.840762936171625	0.27889461087703	0.354832046939493	0.736653725446084	0.533121642045433
1.7101274754044	-0.486675940749142	0.62329579566989	1.19237915052827	0.202963904769159	-0.046333552898811	0.837740427599736	0.204454857429996
1.3286090078662	0.045030799095467	0.767444757644069	0.996216865429786	0.132280909053326	0.441048606793652	0.802731817684951	0.0268783980103693
1.15570349870623	0.31198960001765	0.943061271639865	0.862273511479861	0.242138645240595	0.381260386054429	0.734896086538435	0.421504037992927
1.58015625021171	0.406493396292876	0.284743739989397	1.71351964887934	0.257452389264164	0.651031312580805	0.477203074185819	-0.79635121359741
1.27913920665841	0.107085004669985	0.900899962231481	1.06551032085716	0.0850047408247612	0.266113268674379	0.773693223761122	0.163396202691907
1.21718230960229	0.166868092400037	1.18643235688991	1.15075098267105	0.150024753658386	0.240891289820925	0.82243696478336	0.0426805494303293
1.10654851390824	0.283521232402654	0.969294173760073	0.687230534060545	0.163093768791068	0.674181590782227	0.784615993729956	0.374977274247504
1.08787621680291	-0.0146698228095065	1.44767926194244	0.997917335684689	0.16858085026758	0.268156069233417	0.874124533369312	0.256169168161052
