"gamma0"	"gamma1"	"gamma2"	"beta0"	"beta1"	"beta2"	"phi1"	"rho"
1.46661031422486	0.441273554889769	0.215927641385495	0.787689861669617	-0.0159298784912482	-0.246630476232829	0.766322575097882	0.54500736071393
0.817227006751404	0.0687158561614981	1.73912422303724	1.00775716640943	-0.789125766998389	1.27494164939064	0.635244263581649	0.485845418052727
1.45989008967315	-0.628778066042982	1.299823641199	-0.0729014564179898	0.357809538483674	1.05490634274831	0.778000327459978	0.841470984807597
1.23821648879115	0.311330111498055	1.03507379696971	2.04046641147571	0.077727481733261	-0.206062404287149	0.695431667251207	-0.841470984807858
1.09631427241739	0.242086069610949	0.619356614056733	1.52325280804038	-0.6479455846125	-0.784127856511463	0.979325365415685	0.576240883569695
0.184632722564248	1.04479869904572	1.52933895058903	1.13176118293212	0.312592125863238	0.170200538058514	0.722131680701248	0.103050338043308
-0.0204310904595916	1.58171674646864	3.33265252930623	0.492241711231805	1.87400696221893	0.562184789826118	0.822528089916863	-0.84147098480786
1.94507959605496	-0.554419735379363	-0.677345470009368	2.55896131970524	-0.325447396245081	0.763888613891703	0.29022639054239	-0.841470984764244
1.95553055325797	-0.931658989536169	0.518017380788202	1.38488416060593	0.440215809694049	-1.17485166652755	0.758261234206269	0.462021856773263
1.96131395362572	-0.929153003273393	0.173484470718927	0.990757410204171	0.317908844447593	0.23393306057352	0.295867506874004	0.841470984807896
0.832940812434024	1.32287881932344	0.856111702094375	0.364702073427599	0.434614874401711	1.12726325756603	1.1799656520806	-0.189188500393953
0.564177872046258	1.35472241582683	1.21879603530933	1.46620508830091	-0.397630296724053	-0.351615740461768	0.891026558380651	0.674872805408734
1.46203702149433	-0.0477986058865804	0.710462467995454	0.444715305119383	0.851653570434649	1.27992555875345	0.885369275299971	-0.484742307116488
2.8881218442854	0.616840331865645	-2.18422516015055	1.52992196747912	-0.652935608909461	0.315136990752236	1.33848139569688	-0.179049744414543
1.38743896940595	-0.0284939811445136	0.778444098251346	2.38327297020298	-0.218985761153894	-0.354598600010849	0.580720404417335	-0.841470984791226
1.99532399902476	-1.01027303691057	1.26113323022264	0.639776318911356	0.767813362914294	0.681548821896268	0.54137205433918	0.841470984806421
1.26034623245025	0.722754412286462	0.331370696442705	1.13099223171888	0.714458082182545	-0.411220454856686	0.693979219759967	0.399904218215899
-0.443640254765195	0.581925783504729	2.8991447317909	0.476210043154374	-0.132464757717692	1.56555659490247	0.537354931712932	0.797439698767632
-0.531254950243328	3.00316626401031	2.97516497870996	1.52433915799024	-0.0940939812873177	-0.712083593353015	0.578096178777455	0.841470984807888
1.0126683237412	0.36858684411587	1.05740018394716	1.6200021232917	-0.249218686990114	0.947046402606529	0.593775169452851	-0.841470984806113
1.51606565749883	-0.1526867479202	0.0910178774115573	0.837712161888845	0.630963911185596	-0.373237182989523	0.830909116267558	0.576773242145405
0.777798366045608	0.673810039217948	1.91802501016949	0.220479756469941	0.460866964915913	1.07248975778399	1.06398029316821	-0.811921515723944
1.12894915998127	-0.658615974558488	2.63315585349714	1.33052641844111	-0.033477815276696	0.62463292663397	0.563298429274553	-0.605984550419144
2.16005042296169	0.117231942270401	-1.07715234200393	1.35464234611362	0.741189633036936	1.10475147330268	0.368131144588181	-0.823734670532964
0.565909877118103	0.902239099862486	1.93515726117732	1.02420601770337	-0.323273616278726	0.945923390973573	0.389584929145434	0.84147098480441
2.16278598381678	0.712638968409532	-0.616567903447218	2.30836050555116	-0.503825288421394	-0.285002554313327	0.893653845673162	-0.807773228120135
0.87206482903	0.59742115776344	1.16561538455151	0.927293917669874	-0.353784108602668	0.881614782865416	0.527918979776779	0.754659026562799
1.70386026658446	-0.315152171510303	1.37964672705291	1.00552988189766	0.0672148371827781	0.795945243251722	0.809242996697864	0.342803272036626
-0.346875285382522	2.03127665295968	4.97426986286227	1.22161903553955	0.415423129739583	0.16863364308283	0.587577934815515	-0.146620196117158
1.85121447302685	-1.10252478225861	1.14882894383184	1.19409929637227	-0.667177635530743	0.473663447584265	1.05052779750956	-0.0323547513429535
1.9641599513793	0.195800359111323	-0.263516185353548	1.61292626825724	-0.22385479328244	-0.529707159647144	0.506251314847662	0.841470984807896
0.294455283675549	0.756753872157137	1.95973043613348	0.31205866868608	0.619529001421335	0.799309104479072	0.931789967209325	0.0970972791531269
0.848282817256482	0.263621297466392	1.19275767389539	1.81492898578502	-0.200007958636401	-0.477631979195703	0.615480167533547	0.841470984807885
0.6942761258071	0.296232469660799	1.7732147249005	1.95206580262457	-0.0754116839332401	-0.674577593363039	0.667072435346987	-0.777742307240565
0.894066025262225	0.015407479312239	1.90318352584189	1.03574966767429	0.254560539948886	0.506610570975399	0.619237868449761	0.841470984807891
0.396100258118891	1.51977930352117	1.27259334862717	2.81344227367237	-0.100088852491262	-0.394182696903413	0.370378346364753	-0.841470984807467
0.602817102841946	-0.182324537996746	1.82435216869958	1.84810855910482	-0.913023509813557	-0.0290608694306793	0.60982919481503	0.8090153028663
0.870178915790599	-0.245666200864412	3.19396561183737	1.15615178596544	0.193510300939069	0.588486516586737	0.815132764052485	0.102175346990088
1.84454405891635	-0.774858558317697	0.771196650684689	0.827807445048619	0.635061742568687	0.54247793927242	0.640824006572572	0.458984784318673
1.14638538165305	0.145264929369902	0.772816211874734	0.385938992818865	-0.259462596827342	0.792612185898201	0.593663879498057	0.841470984807891
0.579650127835515	1.46723738694336	1.23840080872721	2.17523996883422	-0.462757812246638	-0.621428494951386	0.678558489511932	-0.671768138163523
1.68822759330584	-0.43005662892484	0.368515892002615	0.89951835567601	0.618368313292077	0.20414842302863	0.785774707845105	0.223790569557643
2.3294025247589	-1.13463787841357	0.447018842384212	0.41138045345216	1.33285936508267	0.259495453831072	0.409400662790858	0.841470984807887
1.22427929015677	0.0939972273638126	0.610980427915352	1.77259571529168	2.20990473218507	-0.122379086421507	0.403730132423	-0.841470984807368
1.38306132532192	0.641639354073879	-0.296354921756884	0.790972378870837	-0.592186792083896	1.75655947038542	0.288157265286936	0.841470984807895
2.24058301659269	-1.02298978792482	0.0913626204748321	1.71431380899525	-0.647682111712368	0.00726065313533923	0.894816144907686	-0.33752680737223
0.85555872475197	0.340496796396095	1.33623811780415	1.44067737375238	0.450353042824565	-0.108202179023053	0.772217754964988	-0.354589480101646
1.65838331105244	-0.845164567312131	0.872407413745877	0.384636775486396	0.139348999119172	0.706125384178469	0.635397597006904	0.654714950525066
1.73410068312926	-0.342491779566358	1.32441823186985	0.860018953398709	0.139407817539454	0.502120115075007	0.686294675107995	0.328908180794715
1.38848579600861	-0.647991521750384	1.38304465970881	1.80091649563869	1.64952750636205	-0.280654576573274	0.452799726266417	-0.841470984807896
1.35284812671682	-1.16522567207575	2.38501794440035	1.95465334752734	-0.671976326734365	-0.487621887778085	0.920883617113357	0.345452983599936
2.60824602510745	-0.529535487844472	-0.47965366966786	1.12473996505855	0.805840911609204	0.131698835394732	0.608659402749105	0.841470984802287
1.25887635753407	0.768883982944697	-0.390787009572428	3.14433169771652	-0.197022693343337	0.167213566362978	0.276704922469295	-0.841470984807878
